,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
175095,Air_India,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,24.83,39,6312
89503,GO_FIRST,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.83,28,4500
142676,Vistara,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,5.42,3,15939
90875,AirAsia,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.92,35,2723
241379,Vistara,Mumbai,Afternoon,one,Night,Hyderabad,Business,7.17,48,58125
128859,Vistara,Kolkata,Evening,one,Evening,Mumbai,Economy,22.92,11,12210
195957,Vistara,Chennai,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,9.08,28,12209
77688,Air_India,Mumbai,Evening,one,Early_Morning,Chennai,Economy,14.0,4,11469
35204,Air_India,Delhi,Morning,one,Night,Hyderabad,Economy,10.5,48,5950
71801,GO_FIRST,Mumbai,Evening,one,Night,Hyderabad,Economy,7.0,13,4262
184421,Air_India,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,5.92,30,3916
264818,Air_India,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.83,14,50271
153787,Air_India,Hyderabad,Early_Morning,one,Night,Delhi,Economy,17.0,13,11803
40207,Vistara,Delhi,Evening,zero,Night,Chennai,Economy,2.83,33,2399
258163,Air_India,Bangalore,Night,one,Morning,Hyderabad,Business,14.92,36,56476
27307,Vistara,Delhi,Evening,one,Evening,Kolkata,Economy,21.83,41,7221
31776,Air_India,Delhi,Evening,one,Night,Hyderabad,Economy,28.33,25,3994
109700,Air_India,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,30.33,1,15398
86615,AirAsia,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,9.33,15,7484
297693,Vistara,Chennai,Afternoon,one,Evening,Kolkata,Business,28.33,41,54896
126751,Air_India,Kolkata,Evening,one,Night,Delhi,Economy,5.33,45,5093
173427,Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Economy,9.83,25,9501
111278,SpiceJet,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.08,16,4338
147241,GO_FIRST,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,16.67,42,5574
42117,Air_India,Delhi,Morning,zero,Afternoon,Chennai,Economy,2.83,44,2343
130735,Vistara,Kolkata,Evening,one,Evening,Mumbai,Economy,21.75,22,6067
242046,Air_India,Mumbai,Early_Morning,one,Night,Chennai,Business,16.5,10,49613
145802,Vistara,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,12.5,30,8355
299290,Vistara,Chennai,Night,one,Night,Hyderabad,Business,25.83,31,51457
58286,Indigo,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.25,32,2124
29638,Air_India,Delhi,Morning,one,Night,Hyderabad,Economy,12.58,9,9840
86243,AirAsia,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.25,13,9799
216813,Air_India,Delhi,Morning,one,Evening,Kolkata,Business,6.92,16,44478
149648,Vistara,Kolkata,Morning,one,Night,Chennai,Economy,12.67,19,7284
173182,AirAsia,Hyderabad,Evening,one,Morning,Kolkata,Economy,13.25,24,2056
87676,GO_FIRST,Bangalore,Afternoon,one,Night,Delhi,Economy,9.92,20,3466
278387,Air_India,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,13.5,20,45883
197271,AirAsia,Chennai,Evening,zero,Evening,Bangalore,Economy,0.92,44,1443
255710,Air_India,Bangalore,Morning,zero,Afternoon,Kolkata,Business,2.42,46,25000
197455,AirAsia,Chennai,Afternoon,zero,Evening,Bangalore,Economy,1.17,46,1443
283197,Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Business,6.17,6,63579
128274,Vistara,Kolkata,Early_Morning,one,Night,Mumbai,Economy,12.92,7,13103
276979,Air_India,Hyderabad,Evening,zero,Evening,Delhi,Business,2.25,45,24122
90335,Vistara,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.92,32,4502
105888,Indigo,Bangalore,Morning,one,Evening,Kolkata,Economy,9.92,24,5178
293935,Vistara,Chennai,Afternoon,one,Morning,Bangalore,Business,20.33,12,44144
30235,GO_FIRST,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.5,14,5954
9291,Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.33,46,5227
186669,AirAsia,Chennai,Night,one,Morning,Delhi,Economy,10.25,44,3093
64354,Indigo,Mumbai,Night,zero,Late_Night,Kolkata,Economy,2.5,18,4499
87911,Vistara,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.0,21,4111
120122,GO_FIRST,Kolkata,Night,one,Afternoon,Delhi,Economy,15.67,5,13997
5709,GO_FIRST,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,29,5954
218358,Vistara,Delhi,Evening,one,Evening,Kolkata,Business,21.0,38,73369
212112,Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.25,4,39783
30702,GO_FIRST,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.25,17,5954
7812,Indigo,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,39,4728
209397,Air_India,Delhi,Night,one,Night,Mumbai,Business,23.83,26,59033
173506,Indigo,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,8.75,26,5293
25974,GO_FIRST,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,34,6395
190881,Vistara,Chennai,Night,one,Morning,Mumbai,Economy,12.67,27,5037
13832,Indigo,Delhi,Night,one,Late_Night,Bangalore,Economy,5.25,21,3587
182056,Air_India,Chennai,Early_Morning,two_or_more,Night,Delhi,Economy,17.58,14,13089
201867,Air_India,Chennai,Night,one,Night,Kolkata,Economy,26.0,42,4363
278437,Air_India,Hyderabad,Morning,one,Morning,Mumbai,Business,23.0,21,32420
250689,Air_India,Bangalore,Night,one,Morning,Mumbai,Business,13.17,25,54684
287233,Vistara,Hyderabad,Evening,one,Morning,Chennai,Business,16.25,41,64139
44063,Vistara,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,8,5943
155065,GO_FIRST,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,10.83,23,6581
220385,Air_India,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,24,47408
245646,Air_India,Bangalore,Early_Morning,one,Evening,Delhi,Business,11.5,12,50462
223341,Air_India,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,25,45257
161523,Vistara,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,5.75,23,4660
255532,Vistara,Bangalore,Evening,one,Evening,Kolkata,Business,21.83,43,51817
84205,Vistara,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.0,2,10849
116129,Vistara,Bangalore,Evening,two_or_more,Evening,Chennai,Economy,24.0,9,13930
200691,Vistara,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.08,30,18322
30999,Indigo,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,19,5955
79245,Vistara,Mumbai,Afternoon,one,Morning,Chennai,Economy,18.17,16,4913
13654,Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,16.42,20,4030
28810,Air_India,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,22.08,1,11310
215447,Air_India,Delhi,Morning,one,Afternoon,Bangalore,Business,24.92,44,36546
131081,GO_FIRST,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.42,24,5790
289726,Vistara,Chennai,Night,zero,Night,Delhi,Business,2.83,39,27792
31957,Vistara,Delhi,Night,one,Early_Morning,Hyderabad,Economy,11.17,26,5549
109077,Vistara,Bangalore,Evening,one,Morning,Kolkata,Economy,13.5,45,8112
120871,Indigo,Kolkata,Early_Morning,zero,Early_Morning,Delhi,Economy,2.5,11,6489
121830,Air_India,Kolkata,Morning,one,Evening,Delhi,Economy,8.58,16,6654
59158,Vistara,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.25,36,8697
57101,Vistara,Mumbai,Evening,one,Night,Bangalore,Economy,5.75,25,7135
173784,SpiceJet,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,8.33,28,6799
68911,Air_India,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,42,4556
284801,Vistara,Hyderabad,Evening,one,Evening,Kolkata,Business,24.42,38,58394
45469,GO_FIRST,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.5,15,3324
257657,Vistara,Bangalore,Night,one,Early_Morning,Hyderabad,Business,10.17,29,37985
172347,Air_India,Hyderabad,Night,one,Afternoon,Kolkata,Economy,15.67,17,4788
39180,Indigo,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,27,2343
81740,Vistara,Mumbai,Evening,one,Evening,Chennai,Economy,20.58,33,4348
154349,Air_India,Hyderabad,Morning,one,Morning,Delhi,Economy,23.17,18,6117
103134,Air_India,Bangalore,Evening,one,Evening,Kolkata,Economy,22.75,4,16523
186089,GO_FIRST,Chennai,Afternoon,one,Night,Delhi,Economy,8.67,40,4827
235388,Vistara,Mumbai,Morning,one,Evening,Kolkata,Business,10.83,17,64285
2676,Air_India,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,15,6601
280819,Air_India,Hyderabad,Night,one,Evening,Bangalore,Business,20.25,12,38043
260195,Vistara,Bangalore,Evening,one,Morning,Chennai,Business,16.83,29,44280
226256,Vistara,Mumbai,Evening,one,Afternoon,Delhi,Business,19.67,14,51372
46372,Vistara,Mumbai,Evening,one,Morning,Delhi,Economy,13.67,19,5232
182912,GO_FIRST,Chennai,Early_Morning,one,Evening,Delhi,Economy,11.58,20,4827
195065,Air_India,Chennai,Evening,one,Late_Night,Bangalore,Economy,7.17,18,7988
983,Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,7,6638
228220,Vistara,Mumbai,Morning,one,Afternoon,Delhi,Business,4.92,33,41269
188952,Vistara,Chennai,Early_Morning,one,Morning,Mumbai,Economy,28.58,13,14492
202130,Air_India,Chennai,Evening,one,Evening,Kolkata,Economy,26.17,44,5978
106899,Indigo,Bangalore,Morning,one,Night,Kolkata,Economy,9.33,31,3393
27353,Indigo,Delhi,Evening,one,Night,Kolkata,Economy,6.17,42,2482
69210,Air_India,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,14.42,43,7227
35585,Vistara,Delhi,Evening,one,Morning,Chennai,Economy,18.08,3,17610
69925,SpiceJet,Mumbai,Early_Morning,one,Night,Kolkata,Economy,13.17,47,5818
231707,Vistara,Mumbai,Night,one,Morning,Bangalore,Business,13.92,21,66928
232776,Vistara,Mumbai,Early_Morning,one,Night,Bangalore,Business,15.17,33,69168
11191,Air_India,Delhi,Night,one,Afternoon,Bangalore,Economy,17.5,8,9840
33031,Air_India,Delhi,Morning,one,Night,Hyderabad,Economy,10.17,33,8039
177698,Vistara,Hyderabad,Morning,one,Evening,Chennai,Economy,6.0,19,4359
98317,GO_FIRST,Bangalore,Afternoon,one,Early_Morning,Mumbai,Economy,16.25,25,7317
93713,SpiceJet,Bangalore,Evening,one,Afternoon,Delhi,Economy,17.58,48,4029
218407,Vistara,Delhi,Early_Morning,one,Evening,Kolkata,Business,14.17,39,65529
77309,Indigo,Mumbai,Evening,one,Late_Night,Chennai,Economy,4.5,1,9933
150323,Air_India,Kolkata,Afternoon,one,Morning,Chennai,Economy,17.42,26,5390
235813,Vistara,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,22,64285
175960,Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,26.58,46,5960
169033,Vistara,Hyderabad,Morning,one,Evening,Bangalore,Economy,9.25,35,5441
55345,Air_India,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.17,16,6397
148874,Vistara,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.75,11,17124
4979,Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,26,3968
141819,Air_India,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.33,45,4891
38894,Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,7.58,25,4316
224825,Vistara,Delhi,Afternoon,one,Morning,Chennai,Business,17.33,47,57992
126606,Vistara,Kolkata,Morning,one,Night,Delhi,Economy,11.5,44,6461
253713,Vistara,Bangalore,Night,one,Evening,Kolkata,Business,22.42,15,69625
293500,Vistara,Chennai,Night,one,Evening,Bangalore,Business,21.75,4,60260
203711,Air_India,Chennai,Early_Morning,two_or_more,Night,Hyderabad,Economy,17.42,14,14178
176055,Air_India,Hyderabad,Afternoon,one,Afternoon,Kolkata,Economy,25.75,47,5503
278668,Vistara,Hyderabad,Night,one,Evening,Mumbai,Business,21.08,24,58315
234239,Air_India,Mumbai,Morning,one,Morning,Kolkata,Business,24.58,3,45342
89463,Air_India,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,28,4071
5484,Vistara,Delhi,Morning,one,Night,Mumbai,Economy,11.17,28,6296
154071,Indigo,Hyderabad,Afternoon,zero,Evening,Delhi,Economy,2.25,16,3191
136090,Vistara,Kolkata,Night,one,Early_Morning,Bangalore,Economy,11.25,6,10961
54851,Vistara,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.67,14,5103
39178,Indigo,Delhi,Night,zero,Night,Chennai,Economy,2.83,27,2343
192916,Vistara,Chennai,Evening,one,Night,Mumbai,Economy,6.67,42,4137
116497,Indigo,Bangalore,Evening,zero,Evening,Chennai,Economy,1.0,14,3498
267856,Vistara,Kolkata,Morning,one,Early_Morning,Bangalore,Business,21.42,11,52287
179034,Air_India,Hyderabad,Morning,one,Evening,Chennai,Economy,7.67,33,4229
186082,Vistara,Chennai,Early_Morning,one,Night,Delhi,Economy,16.0,40,4971
151916,Air_India,Kolkata,Morning,one,Morning,Chennai,Economy,25.25,42,4893
236492,Vistara,Mumbai,Evening,one,Evening,Kolkata,Business,23.83,30,64285
109753,Indigo,Bangalore,Morning,one,Night,Hyderabad,Economy,9.58,2,12003
181090,Indigo,Chennai,Night,zero,Late_Night,Delhi,Economy,2.83,8,7352
206877,Vistara,Delhi,Afternoon,one,Night,Mumbai,Business,9.08,3,86776
263029,Vistara,Kolkata,Night,one,Evening,Delhi,Business,23.17,32,69535
100228,AirAsia,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.08,36,2203
175438,Air_India,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,8.5,42,5029
14183,AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,22,5220
243005,Air_India,Mumbai,Evening,one,Morning,Chennai,Business,13.92,23,49613
261087,Vistara,Bangalore,Night,one,Morning,Chennai,Business,14.17,46,44280
279238,Vistara,Hyderabad,Morning,one,Night,Mumbai,Business,12.5,33,45995
271134,Air_India,Kolkata,Afternoon,one,Morning,Hyderabad,Business,22.42,20,52063
221536,Vistara,Delhi,Morning,one,Night,Hyderabad,Business,11.42,44,46097
198180,Air_India,Chennai,Morning,two_or_more,Night,Kolkata,Economy,12.42,6,15123
259970,Air_India,Bangalore,Evening,one,Morning,Chennai,Business,15.75,25,43865
188071,Indigo,Chennai,Night,zero,Late_Night,Mumbai,Economy,2.08,7,6304
126571,Indigo,Kolkata,Morning,one,Evening,Delhi,Economy,6.92,44,4439
244669,Vistara,Mumbai,Early_Morning,one,Night,Chennai,Business,12.75,46,64173
33265,Vistara,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,35,5772
97638,AirAsia,Bangalore,Evening,two_or_more,Early_Morning,Mumbai,Economy,15.25,22,5174
128023,Indigo,Kolkata,Early_Morning,zero,Morning,Mumbai,Economy,2.83,6,7959
236361,Air_India,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,29,49725
274814,Air_India,Hyderabad,Evening,zero,Evening,Delhi,Business,2.25,4,24122
13291,Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,18,4896
216672,Air_India,Delhi,Morning,one,Evening,Kolkata,Business,6.67,14,44478
179188,Vistara,Hyderabad,Night,one,Night,Chennai,Economy,26.17,35,4359
175552,Air_India,Hyderabad,Night,one,Morning,Kolkata,Economy,12.17,43,4789
297699,Vistara,Chennai,Evening,one,Morning,Kolkata,Business,16.42,41,55377
35278,Air_India,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,16.17,49,4209
147424,Indigo,Kolkata,Evening,zero,Night,Hyderabad,Economy,2.17,44,4536
186142,Vistara,Chennai,Afternoon,one,Evening,Delhi,Economy,31.33,40,7338
279471,Vistara,Hyderabad,Night,one,Afternoon,Mumbai,Business,18.42,36,58315
11091,SpiceJet,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,7,18031
161950,Vistara,Hyderabad,Evening,one,Night,Mumbai,Economy,25.75,26,3571
154974,Indigo,Hyderabad,Morning,one,Evening,Delhi,Economy,5.25,23,4506
8272,Air_India,Delhi,Night,one,Morning,Mumbai,Economy,10.33,41,5525
17478,Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,37,5504
74187,Air_India,Mumbai,Morning,one,Morning,Hyderabad,Economy,24.67,28,7548
277481,Air_India,Hyderabad,Morning,one,Night,Mumbai,Business,10.83,6,45883
41019,GO_FIRST,Delhi,Evening,one,Early_Morning,Chennai,Economy,12.0,37,5574
278568,Vistara,Hyderabad,Evening,one,Night,Mumbai,Business,5.17,23,45995
90593,Indigo,Bangalore,Evening,zero,Evening,Delhi,Economy,2.83,33,4500
41804,Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,5.42,42,3389
47139,Indigo,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,23,2339
166260,Indigo,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,5.75,10,4836
49722,AirAsia,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,35,2987
148724,Indigo,Kolkata,Evening,zero,Night,Chennai,Economy,2.42,10,10269
15863,Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,30,4501
190492,Vistara,Chennai,Morning,one,Night,Mumbai,Economy,12.25,24,8214
287535,Air_India,Hyderabad,Night,one,Early_Morning,Chennai,Business,9.42,48,40843
178368,Air_India,Hyderabad,Night,one,Morning,Chennai,Economy,12.08,26,4229
243854,Vistara,Mumbai,Evening,zero,Evening,Chennai,Business,2.08,35,23898
24240,Vistara,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.5,24,14171
38899,GO_FIRST,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,25,4506
237374,Air_India,Mumbai,Early_Morning,one,Night,Kolkata,Business,14.33,42,49725
49374,Vistara,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.17,33,5224
189882,Air_India,Chennai,Evening,one,Morning,Mumbai,Economy,16.08,20,4672
299588,Vistara,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,37,51457
211068,Vistara,Delhi,Early_Morning,one,Night,Mumbai,Business,14.33,41,53164
110421,AirAsia,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,9,4339
125394,Indigo,Kolkata,Morning,one,Evening,Delhi,Economy,7.33,37,5631
102312,Vistara,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,26.08,47,4792
119132,Vistara,Bangalore,Morning,one,Night,Chennai,Economy,13.0,43,6412
198851,Vistara,Chennai,Evening,one,Morning,Kolkata,Economy,15.42,13,11069
173392,Vistara,Hyderabad,Evening,one,Evening,Kolkata,Economy,24.42,25,5960
65906,SpiceJet,Mumbai,Evening,one,Morning,Kolkata,Economy,13.67,26,5289
263032,Vistara,Kolkata,Morning,one,Night,Delhi,Business,12.0,32,84756
295500,Air_India,Chennai,Early_Morning,one,Morning,Bangalore,Business,4.83,42,43729
59071,Vistara,Mumbai,Morning,one,Evening,Bangalore,Economy,6.58,36,6450
129304,SpiceJet,Kolkata,Early_Morning,one,Morning,Mumbai,Economy,26.58,14,7958
29767,Vistara,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.0,10,11310
57174,Indigo,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.75,26,4056
201026,Vistara,Chennai,Afternoon,one,Night,Kolkata,Economy,10.25,33,9216
62348,AirAsia,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,6.17,7,7411
166427,Vistara,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,11,11497
158486,Indigo,Hyderabad,Evening,one,Late_Night,Delhi,Economy,6.33,49,3397
132586,Vistara,Kolkata,Early_Morning,one,Night,Mumbai,Economy,12.92,32,6711
270268,Vistara,Kolkata,Evening,one,Afternoon,Hyderabad,Business,18.67,2,52175
4300,Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,23,3570
142091,Indigo,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.17,47,3860
266626,Air_India,Kolkata,Afternoon,one,Evening,Mumbai,Business,28.5,39,50271
88973,Air_India,Bangalore,Early_Morning,one,Morning,Delhi,Economy,26.5,26,3674
24053,Vistara,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.92,23,11730
255740,Vistara,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.08,46,60508
214762,Vistara,Delhi,Evening,one,Morning,Bangalore,Business,14.92,35,62617
167709,Vistara,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,8.92,23,6455
289185,Vistara,Chennai,Morning,one,Night,Delhi,Business,13.25,29,57920
157092,GO_FIRST,Hyderabad,Morning,one,Evening,Delhi,Economy,10.0,38,7494
13573,GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,19,19450
7086,Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,36,3100
159118,GO_FIRST,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.42,7,4452
152651,Indigo,Hyderabad,Afternoon,zero,Evening,Delhi,Economy,2.25,3,10123
63412,GO_FIRST,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,13,7412
46163,Air_India,Mumbai,Morning,one,Night,Delhi,Economy,13.42,18,5219
284891,Vistara,Hyderabad,Early_Morning,one,Morning,Kolkata,Business,25.75,40,51819
241159,Air_India,Mumbai,Morning,one,Night,Hyderabad,Business,13.58,45,45693
87591,Air_India,Bangalore,Afternoon,one,Morning,Delhi,Economy,18.75,19,5163
181500,AirAsia,Chennai,Night,one,Afternoon,Delhi,Economy,16.08,11,7353
103615,Air_India,Bangalore,Evening,one,Afternoon,Kolkata,Economy,20.67,8,15154
119659,Vistara,Bangalore,Morning,one,Morning,Chennai,Economy,24.17,49,6161
294050,Vistara,Chennai,Morning,one,Night,Bangalore,Business,11.92,14,60260
85561,Indigo,Bangalore,Evening,one,Night,Delhi,Economy,7.42,10,9798
288552,Vistara,Chennai,Afternoon,one,Night,Delhi,Business,10.5,18,57920
56505,Air_India,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.58,22,6502
237683,Vistara,Mumbai,Afternoon,one,Night,Kolkata,Business,8.08,45,72125
249264,Air_India,Bangalore,Morning,one,Night,Mumbai,Business,11.75,9,54684
118343,Air_India,Bangalore,Afternoon,one,Morning,Chennai,Economy,19.58,34,6444
270918,Vistara,Kolkata,Night,one,Morning,Hyderabad,Business,13.25,16,52175
170480,Air_India,Hyderabad,Morning,one,Night,Bangalore,Economy,14.17,47,6314
49538,Air_India,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,34,3843
191555,Vistara,Chennai,Night,one,Morning,Mumbai,Economy,14.5,32,4637
195923,Air_India,Chennai,Morning,one,Morning,Bangalore,Economy,27.17,28,6084
222870,Vistara,Delhi,Morning,one,Evening,Chennai,Business,9.58,17,57992
242771,Vistara,Mumbai,Night,zero,Night,Chennai,Business,2.08,20,23898
65694,Air_India,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.58,25,4556
227133,Air_India,Mumbai,Afternoon,one,Evening,Delhi,Business,3.75,23,22140
152208,Indigo,Kolkata,Afternoon,one,Night,Chennai,Economy,5.75,45,4170
36603,Vistara,Delhi,Evening,zero,Night,Chennai,Economy,2.83,12,7425
222078,Vistara,Delhi,Morning,one,Night,Chennai,Business,14.25,5,68184
176432,Indigo,Hyderabad,Afternoon,one,Night,Chennai,Economy,8.25,3,11352
255150,Vistara,Bangalore,Morning,one,Night,Kolkata,Business,13.0,37,60508
268210,Vistara,Kolkata,Evening,one,Night,Bangalore,Business,25.67,16,68415
223029,Vistara,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.75,20,27864
101933,Indigo,Bangalore,Afternoon,one,Evening,Mumbai,Economy,5.17,45,4105
198885,Air_India,Chennai,Early_Morning,one,Night,Kolkata,Economy,17.33,13,12918
17183,Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,36,4496
150978,Air_India,Kolkata,Evening,one,Afternoon,Chennai,Economy,19.42,32,7763
122491,Vistara,Kolkata,Night,one,Evening,Delhi,Economy,20.33,20,6461
49176,Air_India,Mumbai,Morning,one,Night,Delhi,Economy,11.92,32,5014
8482,Air_India,Delhi,Night,one,Morning,Mumbai,Economy,10.33,42,5525
110611,Vistara,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,10,12544
156320,Air_India,Hyderabad,Night,zero,Night,Delhi,Economy,2.17,33,2276
209072,Air_India,Delhi,Morning,zero,Morning,Mumbai,Business,2.25,24,22152
280284,Vistara,Hyderabad,Night,one,Afternoon,Mumbai,Business,17.58,49,52715
113566,Vistara,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,34,5322
134835,Vistara,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.5,45,6067
171831,Air_India,Hyderabad,Morning,two_or_more,Evening,Kolkata,Economy,7.83,12,12118
10204,Air_India,Delhi,Morning,one,Night,Bangalore,Economy,10.25,2,18796
35862,Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,7.17,6,7950
238925,Air_India,Mumbai,Evening,one,Night,Hyderabad,Business,5.58,15,45693
202410,Air_India,Chennai,Morning,one,Morning,Kolkata,Economy,25.17,47,4363
60689,AirAsia,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.25,45,3175
253020,Vistara,Bangalore,Morning,one,Evening,Kolkata,Business,9.83,5,62188
238130,Vistara,Mumbai,Morning,zero,Afternoon,Hyderabad,Business,1.5,4,21479
136523,Air_India,Kolkata,Night,one,Night,Bangalore,Economy,23.58,9,16569
254704,Vistara,Bangalore,Evening,one,Morning,Kolkata,Business,12.92,30,61404
112758,Air_India,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,35.42,27,10090
249290,Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,6.17,9,67004
242276,Air_India,Mumbai,Night,one,Afternoon,Chennai,Business,15.17,13,49613
176042,Indigo,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,8.0,47,4390
193958,AirAsia,Chennai,Evening,zero,Evening,Bangalore,Economy,0.92,4,3363
113052,Air_India,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,19.75,30,4308
247184,Vistara,Bangalore,Night,one,Evening,Delhi,Business,20.42,31,54841
97701,Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.08,22,6568
199510,Air_India,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,30.33,19,5098
142088,Indigo,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.58,47,3860
205945,Indigo,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,41,1800
8865,Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,44,4023
2804,Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,16,4678
258299,Vistara,Bangalore,Evening,one,Early_Morning,Hyderabad,Business,12.83,39,37985
192090,Indigo,Chennai,Afternoon,one,Night,Mumbai,Economy,5.0,36,4027
